Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-01-10,Targets,1968,https://boxd.it/2sBLWt,4.5,,,2022-01-09
2022-01-11,DAU. The Empire. Novel One: Return Of The Prodigal Son,2020,https://boxd.it/2sSiuT,4,,,2022-01-11
2022-01-13,The Devil's Eye,1960,https://boxd.it/2tnRAT,3.5,,,2022-01-12
2022-01-14,Kingdom of Heaven,2005,https://boxd.it/2tDBVt,3,,,2022-01-14
2022-01-15,The Tragedy of Macbeth,2021,https://boxd.it/2tRsuh,4,,,2022-01-15
2022-01-16,The Heiress,1949,https://boxd.it/2tZzYp,3.5,,,2022-01-15
2022-01-16,Funny Games,1997,https://boxd.it/2u20rh,4,,,2022-01-15
2022-01-16,Through a Glass Darkly,1961,https://boxd.it/2u3vFh,4.5,,,2022-01-15
2022-01-16,"Paris, Texas",1984,https://boxd.it/2u8wt7,4.5,,,2022-01-16
2022-01-17,Detective Story,1951,https://boxd.it/2uiiH5,4,,,2022-01-16
2022-01-17,Winter Light,1963,https://boxd.it/2ukzEh,4,,,2022-01-16
2022-01-17,The Last Picture Show,1971,https://boxd.it/2ur9YT,4.5,,,2022-01-17
2022-01-18,The Piano Teacher,2001,https://boxd.it/2uyIRH,4.5,,,2022-01-17
2022-01-18,Code Unknown,2000,https://boxd.it/2uAEQf,3.5,,,2022-01-17
2022-01-18,Time of the Wolf,2003,https://boxd.it/2uC2iD,3.5,,,2022-01-17
2022-01-18,Caché,2005,https://boxd.it/2uLnRR,4,,,2022-01-18
2022-01-19,Licorice Pizza,2021,https://boxd.it/2uRi2V,4.5,,,2022-01-18
2022-01-20,Slack Bay,2016,https://boxd.it/2v9ywN,3.5,,,2022-01-20
2022-01-22,Diabolik,2021,https://boxd.it/2vsvPZ,3,,,2022-01-22
2022-01-24,Scream,1996,https://boxd.it/2vO6TV,4.5,,,2022-01-23
2022-01-24,Scream 2,1997,https://boxd.it/2vP8QL,3.5,,,2022-01-23
2022-01-24,Scream 3,2000,https://boxd.it/2vRYkB,3,,,2022-01-23
2022-01-24,Scream 4,2011,https://boxd.it/2vVIvr,3.5,,,2022-01-23
2022-01-26,Vampyr,1932,https://boxd.it/2wj4R1,4.5,,,2022-01-25
2022-01-26,It Comes at Night,2017,https://boxd.it/2wkGWP,2,,,2022-01-25
2022-01-28,The Ninth Gate,1999,https://boxd.it/2wHNpp,3.5,,,2022-01-28
2022-01-29,Nightmare Alley,1947,https://boxd.it/2wSNzB,3.5,,,2022-01-29
2022-01-31,Black Girl,1966,https://boxd.it/2xjXs5,4,,,2022-01-30
2022-02-01,The White Ribbon,2009,https://boxd.it/2xwGs9,4,,,2022-02-01
2022-02-02,The Matrix Resurrections,2021,https://boxd.it/2xHlId,3.5,,,2022-02-01
2022-02-03,Andrei Rublev,1966,https://boxd.it/2xRzUn,4.5,,,2022-02-02
2022-02-04,Ivan's Childhood,1962,https://boxd.it/2y0jjj,3.5,,,2022-02-03
2022-02-07,Scream,2022,https://boxd.it/2yIkPt,2.5,,,2022-02-07
2022-02-08,The Desperate Hours,1955,https://boxd.it/2yOwBv,3.5,,,2022-02-07
2022-02-09,Zoo,1993,https://boxd.it/2yZ9KL,3.5,,,2022-02-09
2022-02-10,Nightmare Alley,2021,https://boxd.it/2z9gDR,3.5,,,2022-02-09
2022-02-11,Roman Holiday,1953,https://boxd.it/2zjXw5,4,,,2022-02-11
2022-02-12,Thunderbolt,1929,https://boxd.it/2ztVg5,4,,,2022-02-11
2022-02-12,The Silence,1963,https://boxd.it/2zv9Kl,4,,,2022-02-12
2022-02-13,Family Nest,1979,https://boxd.it/2zGmbb,3.5,,,2022-02-12
2022-02-13,Pirates,1986,https://boxd.it/2zIayr,3,,,2022-02-13
2022-02-14,Nostalgia,1983,https://boxd.it/2zPLBB,4,,,2022-02-13
2022-02-14,Kimi,2022,https://boxd.it/2zVN4V,3,,,2022-02-14
2022-02-15,Mirror,1975,https://boxd.it/2A5NoV,4.5,,,2022-02-14
2022-02-16,The Sacrifice,1986,https://boxd.it/2AfYSR,5,,,2022-02-15
2022-02-21,Leonora addio,2022,https://boxd.it/2Bbh7p,3.5,,,2022-02-20
2022-02-22,Night and Day,2008,https://boxd.it/2BqI2B,3.5,,,2022-02-22
2022-02-23,All These Women,1964,https://boxd.it/2BBu91,3.5,,,2022-02-23
2022-02-24,The Blue Angel,1930,https://boxd.it/2BL9dr,4.5,,,2022-02-23
2022-02-25,The Big Country,1958,https://boxd.it/2BUBZB,4,,,2022-02-25
